,precisions_lower,mean_precision,precisions_upper
0,1.0,1.0,1.0
1,1.0,1.0,1.0
2,1.0,1.0,1.0
3,1.0,1.0,1.0
4,1.0,1.0,1.0
5,1.0,1.0,1.0
6,1.0,1.0,1.0
7,1.0,1.0,1.0
8,0.9964664310954063,0.9982332155477032,1.0
9,0.9929328621908127,0.9947058677151246,0.9964788732394365
10,0.9929328621908127,0.992945304334843,0.9929577464788732
11,0.98943661971831,0.9911847409545613,0.9929328621908127
12,0.98943661971831,0.9911847409545613,0.9929328621908127
13,0.9823943661971831,0.9858968297417011,0.9893992932862191
14,0.9823321554770318,0.9823632608371075,0.9823943661971831
15,0.9788732394366197,0.9806026974568258,0.9823321554770319
16,0.9752650176678446,0.9770691285522322,0.9788732394366197
17,0.9717314487632509,0.9735417807196536,0.9753521126760563
18,0.9717314487632509,0.9735417807196536,0.9753521126760563
19,0.9683098591549297,0.9700206539590903,0.9717314487632509
20,0.9646643109540636,0.9664870850544967,0.9683098591549297
21,0.9540636042402827,0.9611867316976062,0.9683098591549296
22,0.9540636042402827,0.9611867316976062,0.9683098591549296
23,0.950530035335689,0.955898820484746,0.9612676056338029
24,0.9469964664310954,0.9541320360324491,0.9612676056338029
25,0.9469964664310955,0.9506109092718857,0.954225352112676
26,0.9328621908127208,0.9435437714626984,0.954225352112676
27,0.9293286219081272,0.9417769870104016,0.954225352112676
28,0.9222614840989398,0.9382434181058079,0.954225352112676
29,0.9187279151943464,0.9329555068929478,0.9471830985915493
30,0.9151943462897527,0.931188722440651,0.9471830985915493
31,0.911660777385159,0.9294219379883542,0.9471830985915493
32,0.911660777385159,0.9276613746080724,0.9436619718309858
33,0.911660777385159,0.9223796844672274,0.9330985915492958
34,0.911660777385159,0.9223796844672274,0.9330985915492958
35,0.911660777385159,0.9223796844672274,0.9330985915492958
36,0.911660777385159,0.918858557706664,0.926056338028169
37,0.9081272084805654,0.9153312098740856,0.9225352112676057
38,0.9045936395759717,0.9135644254217887,0.9225352112676057
39,0.9045936395759717,0.9135644254217887,0.9225352112676057
40,0.9045936395759717,0.9100432986612252,0.9154929577464788
41,0.9045936395759717,0.906522171900662,0.9084507042253522
42,0.9045936395759717,0.9047616085203802,0.9049295774647887
43,0.8939929328621907,0.8994612551634897,0.9049295774647887
44,0.8939929328621908,0.8941795650226447,0.8943661971830986
45,0.8939929328621908,0.8941795650226447,0.8943661971830986
46,0.8908450704225352,0.892419001642363,0.8939929328621907
47,0.8904593639575971,0.8906522171900662,0.8908450704225352
48,0.8869257950530034,0.8888854327377693,0.8908450704225352
49,0.8763250883392226,0.8783033892400338,0.880281690140845
50,0.8763250883392226,0.8765428258597522,0.8767605633802817
51,0.8763250883392226,0.8765428258597522,0.8767605633802817
52,0.8732394366197183,0.8747822624794704,0.8763250883392226
53,0.8732394366197183,0.8747822624794704,0.8763250883392226
54,0.8661971830985915,0.8694943512666102,0.872791519434629
55,0.862676056338028,0.8677337878863285,0.872791519434629
56,0.8591549295774648,0.8659732245060469,0.872791519434629
57,0.8591549295774648,0.86420644005375,0.8692579505300353
58,0.8591549295774648,0.8624396556014533,0.8657243816254419
59,0.8591549295774648,0.8606728711491565,0.8621908127208482
60,0.8556338028169014,0.8589123077688747,0.8621908127208481
61,0.852112676056338,0.857151744388593,0.862190812720848
62,0.852112676056338,0.857151744388593,0.862190812720848
63,0.8480565371024735,0.8483240431991241,0.8485915492957747
64,0.8450704225352113,0.8465634798188424,0.8480565371024735
65,0.8445229681978799,0.8447966953665456,0.8450704225352113
66,0.8374558303886925,0.8395025630816702,0.8415492957746478
67,0.8309859154929577,0.8324540884885283,0.8339222614840989
68,0.8303886925795052,0.8306873040362315,0.8309859154929577
69,0.8268551236749115,0.8289205195839346,0.8309859154929577
70,0.8204225352112676,0.8236388294430896,0.8268551236749117
71,0.8169014084507042,0.8201114816105111,0.8233215547703179
72,0.8169014084507042,0.8183446971582143,0.8197879858657244
73,0.806338028169014,0.8112962225650724,0.8162544169611308
74,0.795774647887324,0.8024809635196337,0.8091872791519434
75,0.7852112676056339,0.7918989200218982,0.7985865724381626
76,0.7816901408450704,0.7901383566416165,0.7985865724381626
77,0.7816901408450704,0.7901383566416165,0.7985865724381626
78,0.7746478873239436,0.7866172298810531,0.7985865724381626
79,0.7640845070422535,0.7795687552879111,0.7950530035335688
80,0.7535211267605633,0.7689867117901756,0.784452296819788
81,0.7394366197183099,0.7548773204598617,0.7703180212014135
82,0.7243816254416962,0.7301485591997213,0.7359154929577465
83,0.7243816254416962,0.7301485591997213,0.7359154929577465
84,0.7137809187279152,0.7178059523217041,0.721830985915493
85,0.7031802120141343,0.710745035584532,0.7183098591549296
86,0.7031802120141344,0.7037027820634052,0.704225352112676
87,0.6996466431095406,0.7001754342308266,0.7007042253521126
88,0.6373239436619719,0.6561178022196785,0.6749116607773852
89,0.6373239436619719,0.6561178022196785,0.6749116607773852
90,0.6267605633802817,0.6508361120788335,0.6749116607773853
91,0.5845070422535211,0.6261757826108595,0.6678445229681979
92,0.5704225352112676,0.6191335290897327,0.6678445229681979
93,0.528169014084507,0.5874060618125716,0.6466431095406362
94,0.4823943661971831,0.5609851689643159,0.6395759717314488
95,0.4577464788732394,0.5486612253023441,0.6395759717314488
96,0.4119718309859155,0.5187067635494949,0.6254416961130742
97,0.4014084507042254,0.5063579355994625,0.6113074204946997
98,0.27561837455830396,0.33851341263126467,0.4014084507042254
99,0.0,0.0,0.0
