,tprs_lower,mean_tpr,tprs_upper
0,0.0,0.0,0.0
1,0.22844750235085526,0.22910689493009906,0.22976628750934286
2,0.3212064004220768,0.32316932923171876,0.3251322580413607
3,0.38883739543414064,0.38924852091839685,0.38965964640265305
4,0.43976477111932016,0.4402651196723267,0.4407654682253332
5,0.4816130815226364,0.4819134516415512,0.482213821760466
6,0.5169925562231267,0.5171340932896404,0.5172756303561542
7,0.5487219243275836,0.5492367123955124,0.5497515004634412
8,0.576334086742893,0.5763384804670981,0.5763428741913033
9,0.6002589527577212,0.6007235608373743,0.6011881689170274
10,0.6241927914945773,0.6244967984434147,0.624800805392252
11,0.6445934119389154,0.644840851666806,0.6450882913946967
12,0.6639993754985467,0.6641952789086218,0.664391182318697
13,0.6811202263997223,0.6820272263495766,0.6829342262994309
14,0.6973339351038906,0.6980327749899796,0.6987316148760686
15,0.7123309427010944,0.713297625308239,0.7142643079153836
16,0.7270812004425347,0.7284557002492622,0.7298302000559898
17,0.7399153645277361,0.7413965824312068,0.7428778003346774
18,0.753695995981585,0.7547524707172821,0.7558089454529793
19,0.7675275395270837,0.7676449779954834,0.767762416463883
20,0.7791202963869539,0.779391173740634,0.7796620510943142
21,0.790436650325061,0.7905854937950909,0.7907343372651208
22,0.800620554012246,0.800681792696408,0.8007430313805701
23,0.8098823765869381,0.8102416491328859,0.8106009216788337
24,0.8188379756701651,0.8195090919905333,0.8201802083109015
25,0.8278119756310658,0.8283335096910489,0.828855043751032
26,0.8365887864303729,0.8371311146513976,0.8376734428724222
27,0.8442811010247746,0.8450419186742697,0.8458027363237648
28,0.8518881747599124,0.8525323503311948,0.8531765259024772
29,0.8596836756576332,0.8599816313816939,0.8602795871057547
30,0.8669030083769408,0.8670443884609935,0.8671857685450463
31,0.873020615744629,0.8735200046930098,0.8740193936413907
32,0.879410096833703,0.8799292229039931,0.8804483489742833
33,0.8860642734601001,0.8863792203860275,0.8866941673119548
34,0.8920571598796936,0.8923954799271953,0.8927337999746969
35,0.8979971071918225,0.8982928041448175,0.8985885010978125
36,0.9033605594418669,0.9035851437438175,0.9038097280457681
37,0.9089232823293905,0.9089838073970817,0.909044332464773
38,0.9138851976107436,0.9140682343111365,0.9142512710115294
39,0.9185546021539917,0.9188102884218573,0.919065974689723
40,0.9232694818502888,0.9234674389891881,0.9236653961280875
41,0.9277390804216102,0.9280890993657177,0.9284391183098252
42,0.9317373253571817,0.9321325434920227,0.9325277616268637
43,0.9357077548544669,0.9361420061464301,0.9365762574383932
44,0.9396369098304245,0.93988957070793,0.9401422315854355
45,0.9432744513404798,0.9435561696158006,0.9438378878911213
46,0.946499247637258,0.9469631137799386,0.9474269799226192
47,0.9499501565291357,0.9504548501418784,0.950959543754621
48,0.953098684688678,0.9537294465715715,0.9543602084544651
49,0.9559726475541706,0.9565962325423658,0.9572198175305611
50,0.9588923713020048,0.9593539998221734,0.959815628342342
51,0.9616425106035142,0.9619695494063145,0.9622965882091148
52,0.9642777990630684,0.9645178035663915,0.9647578080697146
53,0.9665784049909869,0.966923391468367,0.9672683779457472
54,0.9691347334966967,0.9693442328967501,0.9695537322968035
55,0.9714425176022374,0.9716475316726076,0.9718525457429779
56,0.9735950736166978,0.9737283068121534,0.9738615400076089
57,0.9755188252194504,0.9756700047381286,0.9758211842568068
58,0.9774093777507001,0.9775536943550721,0.9776980109594441
59,0.9792469912219859,0.9793277843103214,0.9794085773986569
60,0.9809060475249196,0.980916357598266,0.9809266676716124
61,0.9823264294219144,0.9823878846939449,0.9824493399659754
62,0.983780010390412,0.9839329881613752,0.9840859659323384
63,0.9853394694788373,0.985548078875919,0.9857566882730007
64,0.9866153905511854,0.9868316273412587,0.987047864131332
65,0.9879433534112944,0.9881026139611403,0.9882618745109862
66,0.989164582947756,0.989271332540269,0.989378082132782
67,0.9902502402446323,0.9902946508844239,0.9903390615242156
68,0.9913691386814945,0.9913812479949813,0.9913933573084681
69,0.9922996030464213,0.9923319083003973,0.9923642135543733
70,0.9930874087473351,0.9931695122551272,0.9932516157629192
71,0.9938509880770363,0.9938779090017883,0.9939048299265403
72,0.9943005218539813,0.9944261425193617,0.994551763184742
73,0.99501026480321,0.995078011093095,0.9951457573829801
74,0.9955235049637143,0.9956428441750008,0.9957621833862873
75,0.9960098269339822,0.9960959668555844,0.9961821067771867
76,0.9964387234317462,0.996532938610755,0.9966271537897637
77,0.9969510663192426,0.996986509939114,0.9970219535589854
78,0.9973297155285654,0.9973700939756764,0.9974104724227875
79,0.9976724759059982,0.9977034307805576,0.997734385655117
80,0.9979066639509228,0.9979847257634609,0.998062787575999
81,0.9981489274456723,0.998239551189009,0.9983301749323457
82,0.9984064445678692,0.9984993116092571,0.998592178650645
83,0.9986496053348217,0.998716002931568,0.9987824005283144
84,0.9988613615746769,0.9989165433538263,0.9989717251329757
85,0.9990964468918042,0.9991287483147209,0.9991610497376375
86,0.9992211677279902,0.9992507773878374,0.9992803870476846
87,0.9993647312804343,0.999383125092091,0.9994015189037477
88,0.9994616366783342,0.9994979759936237,0.9995343153089131
89,0.9995684120704647,0.9996253887128386,0.9996823653552125
90,0.99966711201277,0.9997213968804006,0.9997756817480312
91,0.9997353047001809,0.999785103233366,0.9998349017665511
92,0.9998124701096197,0.9998438848482486,0.9998752995868775
93,0.9998741523668483,0.9998886234409989,0.9999030945151496
94,0.9999030946021001,0.9999250777473178,0.9999470608925354
95,0.9999371909458057,0.9999502013762414,0.999963211806677
96,0.9999641091118889,0.9999650063687948,0.9999659036257007
97,0.9999730818097636,0.9999730818218402,0.9999730818339168
98,0.9999919245429292,0.9999955136353632,0.9999991027277972
99,1.0,1.0,1.0
