,tprs_lower,mean_tpr,tprs_upper
0,0.0,0.0,0.0
1,0.3392120934493816,0.3412607522777014,0.34330941110602126
2,0.44118694966152594,0.4411996742505217,0.44121239883951746
3,0.5045808520384791,0.505497022446175,0.5064131928538709
4,0.55349417213824,0.5556319030895303,0.5577696340408205
5,0.5935766274749326,0.5952180994553876,0.5968595714358427
6,0.625744388456253,0.6278693948185474,0.6299944011808418
7,0.6523896778134066,0.6544892349977096,0.6565887921820126
8,0.6781187967628646,0.6795821244973788,0.681045452231893
9,0.7017610831170153,0.7021173716088971,0.7024736601007788
10,0.721840484552349,0.7218786583193363,0.7219168320863236
11,0.7391459255866035,0.7400620959942994,0.7409782664019953
12,0.7548480684073905,0.7557387896370947,0.756629510866799
13,0.7693032015065914,0.7703720669822365,0.7714409324578816
14,0.7832748002239528,0.783656537893826,0.7840382755636993
15,0.7950323204560492,0.7960121138087239,0.7969919071613987
16,0.806840739044129,0.8071715783580191,0.8075024176719092
17,0.8165368758589098,0.8175166692115845,0.8184964625642592
18,0.8269964880134373,0.8278872092431415,0.8287779304728458
19,0.8360818445564209,0.8378632870158293,0.8396447294752378
20,0.8444291749376494,0.8462615157530411,0.8480938565684328
21,0.8523438692930219,0.8544179772993332,0.8564920853056446
22,0.8595459866646308,0.8615564717259633,0.8635669567872958
23,0.8671807400620961,0.8691785005344328,0.8711762610067695
24,0.874433755789688,0.8762024736601008,0.8779711915305137
25,0.8810759912454826,0.8827683615819208,0.884460731918359
26,0.8874382857433705,0.8888125413549142,0.8901867969664579
27,0.8932915966814272,0.894602229347992,0.8959128620145569
28,0.8992212551534585,0.9005191632310277,0.9018170713085968
29,0.9043110907517687,0.9056344480073294,0.90695780526289
30,0.9088155952562733,0.9103298213467705,0.9118440474372678
31,0.9140326767445413,0.9151906143431567,0.9163485519417722
32,0.91795185015524,0.9195169746017203,0.9210820990482007
33,0.9228889906856008,0.9241105512291953,0.9253321117727897
34,0.9274698427240801,0.9286150557336998,0.9297602687433196
35,0.9316689570926859,0.9328396192802972,0.9340102814679085
36,0.935460884613427,0.9367333435130045,0.938005802412582
37,0.939201913778185,0.9404616480887668,0.9417213823993485
38,0.942713900341019,0.9440499821855755,0.9453860640301319
39,0.9461749885478699,0.9476637654603757,0.9491525423728815
40,0.9492034407288645,0.950590420929404,0.9519774011299436
41,0.9526645289357154,0.9535425255764238,0.9544205222171323
42,0.9553875909808113,0.9560874433755789,0.9567872957703466
43,0.958237898915865,0.958517839873772,0.9587977808316791
44,0.9605283249351046,0.9608591642489948,0.9611900035628849
45,0.9628187509543442,0.9631495902682343,0.9634804295821244
46,0.9650328294396091,0.965376393342495,0.965719957245381
47,0.9676795439507304,0.9677177177177178,0.9677558914847051
48,0.969740927368046,0.9699190716139868,0.9700972158599277
49,0.9717005140733954,0.9718532091413448,0.9720059042092941
50,0.9731002188629307,0.9734692319438083,0.9738382450246859
51,0.9749325596783224,0.9752761235812083,0.9756196874840942
52,0.9763068152898662,0.976714002137731,0.9771211889855957
53,0.9780119102153,0.9784318216521606,0.9788517330890212
54,0.9795897592507762,0.9799078739756706,0.980225988700565
55,0.98096401486232,0.9813203033542017,0.9816765918460835
56,0.982490965541813,0.9828472540336948,0.9832035425255765
57,0.9837634244413906,0.9840179162213061,0.9842724080012215
58,0.985035883340968,0.9851950025515015,0.985354121762035
59,0.9861986586778463,0.9863425725821664,0.9864864864864865
60,0.9871736142922585,0.9875044536061486,0.9878352929200387
61,0.9881406830559374,0.9884715223698275,0.9888023616837176
62,0.9890823026416247,0.9894258665445106,0.9897694304473965
63,0.9901511681172697,0.9903165877742148,0.99048200743116
64,0.9909146434570164,0.991105512291953,0.9912963811268896
65,0.9917035679747543,0.9918562630427037,0.992008958110653
66,0.9924161449585178,0.9924797679034967,0.9925433908484755
67,0.9929505776963404,0.993090548175294,0.9932305186542475
68,0.9935104596121547,0.9935486333791419,0.9935868071461291
69,0.9940703415279686,0.9941466890619433,0.9942230365959179
70,0.9944775283758334,0.994553875909808,0.9946302234437827
71,0.9949356135796814,0.9951646561816054,0.9953936987835295
72,0.9953682496055377,0.9956481905634448,0.9959281315213518
73,0.9958517839873771,0.9960808265893011,0.9963098691912251
74,0.9964116659031913,0.9965516363821448,0.9966916068610984
