,tprs_lower,mean_tpr,tprs_upper
0,0.0,0.0,0.0
1,0.469882626080227,0.47465497226879916,0.4794273184573713
2,0.5601702566748357,0.5628788855926738,0.565587514510512
3,0.6153746936669676,0.6173094286082806,0.6192441635495937
4,0.6494260286340772,0.6537469366696762,0.6580678447052752
5,0.6768992648007222,0.6813491551657422,0.6857990455307623
6,0.6975364375080613,0.7023087836966335,0.7070811298852058
7,0.7193344511801882,0.7226235005804205,0.7259125499806527
8,0.7381658712756352,0.7404875532052109,0.7428092351347866
9,0.7526118921707726,0.7535792596414291,0.7545466271120856
10,0.7639623371598091,0.7652521604540178,0.7665419837482265
11,0.7773764994195795,0.7779569199019735,0.7785373403843674
12,0.7861472978201987,0.7869856829614343,0.78782406810267
13,0.7982716367857603,0.7983361279504708,0.7984006191151813
14,0.806526505868696,0.8068489616922482,0.8071714175158003
15,0.8142654456339482,0.814974848445763,0.8156842512575777
16,0.8212304914226751,0.8215529472462273,0.8218754030697795
17,0.8288404488585064,0.8293563781761899,0.8298723074938734
18,0.8343866890236038,0.8362569328002064,0.838127176576809
19,0.8403198761769638,0.8421901199535664,0.844060363730169
20,0.8454791693537985,0.8483167806010576,0.8511543918483168
21,0.8511543918483169,0.8537340384367342,0.8563136850251516
22,0.8586353669547271,0.8599896814136463,0.8613439958725655
23,0.862891783825616,0.8644395717786664,0.8659873597317167
24,0.8672771830259255,0.8691474268025281,0.8710176705791307
25,0.8724364762027601,0.873597317167548,0.8747581581323358
26,0.8760479814265446,0.8776602605443055,0.8792725396620663
27,0.8822391332387463,0.8825615890622984,0.8828840448858506
28,0.8862375854507931,0.8863020766155036,0.8863665677802142
29,0.8901070553334192,0.8904940023216819,0.8908809493099445
30,0.8929446665806784,0.8934605958983619,0.8939765252160454
31,0.8970721011221463,0.8973945569456985,0.8977170127692506
32,0.9000386946988261,0.9008770798400618,0.9017154649812975
33,0.9026183412872436,0.9037791822520315,0.9049400232168193
34,0.9057139171933446,0.9071327228169741,0.9085515284406036
35,0.910228298723075,0.9109377015348897,0.9116471043467045
36,0.912163033664388,0.9137753127821489,0.9153875918999097
37,0.915000644911647,0.9168063975235392,0.9186121501354314
38,0.9177092738294853,0.9198374822649297,0.921965690700374
39,0.9196440087707984,0.9223526376886366,0.9250612666064748
40,0.922997549335741,0.9257706694182897,0.9285437895008384
41,0.9253192312653167,0.9280923513478654,0.9308654714304141
42,0.9284148071714176,0.9312524184186767,0.9340900296659358
43,0.9304785244421514,0.9337030826776731,0.9369276409131948
44,0.9328002063717271,0.9357023087836966,0.9386044111956662
45,0.9356378176189863,0.9383464465368245,0.9410550754546627
46,0.9382174642074036,0.9406681284664001,0.9431187927253967
47,0.9411840577840835,0.9427963369018444,0.9444086160196052
48,0.942731845737134,0.9446020895137366,0.9464723332903392
49,0.9449245453372888,0.9466658067844704,0.9484070682316521
50,0.946730297949181,0.9486005417257836,0.9504707855023862
51,0.9491809622081775,0.9507287501612279,0.9522765381142784
52,0.9520185734554365,0.9528569585966722,0.9536953437379079
53,0.9538243260673288,0.9544692377144331,0.9551141493615375
54,0.9556300786792209,0.9561460079969044,0.9566619373145879
55,0.9562749903263253,0.9569843931381401,0.9576937959499549
56,0.9582097252676384,0.958596672255901,0.9589836192441635
57,0.9597575132206888,0.9601444602089514,0.960531407197214
58,0.9609183541854766,0.9618212304914227,0.9627241067973688
59,0.9622081774796853,0.9633045272797627,0.96440087707984
60,0.9638849477621566,0.9649168063975235,0.9659486650328905
61,0.9655617180446279,0.9667225590094157,0.9678833999742036
62,0.9673674706565201,0.9682703469624662,0.9691732232684123
63,0.9682703469624662,0.9693022055978331,0.9703340642332
64,0.9693022055978331,0.9705920288920418,0.9718818521862505
65,0.9711079582097253,0.9722687991745131,0.973429640139301
66,0.9722687991745131,0.9733651489745905,0.9744614987746678
67,0.9730426931510383,0.9741390429511156,0.975235392751193
68,0.9748484457629305,0.9757513220688766,0.9766541983748227
69,0.9757513220688767,0.9769766541983749,0.978201986327873
70,0.9769121630336643,0.9780730039984522,0.9792338449632401
71,0.9780730039984522,0.9795563007867922,0.9810395975751323
72,0.9794918096220818,0.9807816329162905,0.9820714562104992
73,0.9806526505868696,0.9818134915516574,0.9829743325164453
74,0.9827163678576035,0.9836192441635496,0.9845221204694957
75,0.9843931381400748,0.984715593963627,0.9850380497871791
76,0.9859409260931252,0.986198890751967,0.9864568554108087
77,0.9867148200696505,0.9869082935637818,0.9871017670579132
78,0.9878756610344382,0.9880691345285696,0.9882626080227009
79,0.9887785373403843,0.9888430285050949,0.9889075196698054
80,0.9898103959757514,0.9899393783051722,0.990068360634593
81,0.9909712369405391,0.9909712369405391,0.9909712369405391
82,0.9916161485876434,0.9918096220817747,0.992003095575906
83,0.9922610602347477,0.9926480072230104,0.9930349542112731
84,0.9929059718818521,0.9931639365406939,0.9934219011995357
85,0.9936798658583774,0.9941313040113504,0.9945827421643234
86,0.9939378305172191,0.9944537598349026,0.9949696891525861
87,0.9944537598349026,0.9949051979878756,0.9953566361408486
88,0.9952276538114277,0.9957435831291113,0.9962595124467948
89,0.9958725654585322,0.9965174771056365,0.9971623887527409
90,0.9965174771056364,0.99703340642332,0.9975493357410035
91,0.9966464594350575,0.9970978975880305,0.9975493357410035
92,0.9971623887527409,0.9975493357410035,0.997936282729266
93,0.9976783180704245,0.9979362827292662,0.9981942473881078
94,0.9978073003998452,0.9981942473881078,0.9985811943763704
95,0.9984522120469496,0.9987746678705017,0.9990971236940539
96,0.9988391590352121,0.9990971236940539,0.9993550883528957
97,0.9993550883528957,0.999548561847027,0.9997420353411584
98,0.9996130530117374,0.9996775441764478,0.9997420353411582
99,1.0,1.0,1.0
